CUST_ACCT_ID,  TARGET_NET_SALES  ,  TARGET_GROSS_PROFIT  ,YR_MTH
946213,2671,450,5/1/2024
767995,4933,190,5/1/2024
222636,3349,84,5/1/2024
903560,2284,452,5/1/2024
950224,0,27,5/1/2024
865971,3231,82,5/1/2024
649542,3893,221,5/1/2024
649542,3893,221,5/1/2024
790685,5034,196,5/1/2024
790685,5034,196,5/1/2024
711550,1142,207,5/1/2024
957953,17013,715,5/1/2024
716053,15930,678,5/1/2024
646860,2408,237,5/1/2024
96167,1650,291,5/1/2024
186016,23969,1198,5/1/2024
746374,3310,113,5/1/2024
125780,1615,19,5/1/2024
756388,35813,2651,5/1/2024
58451,25544,15549,5/1/2024
746530,123819,3055,5/1/2024
559453,35511,3965,5/1/2024
25444,18788,1754,5/1/2024
947458,9089,164,5/1/2024
185237,839,32,5/1/2024
327165,1382,102,5/1/2024
327165,1382,102,5/1/2024
818332,1142,224,5/1/2024
239648,1142,207,5/1/2024
950426,1238,117,5/1/2024
720684,1850,75,5/1/2024
469192,1142,207,5/1/2024
924633,88921,4063,5/1/2024
647135,1678,68,5/1/2024
101686,64823,1382,5/1/2024
58442,168627,23656,5/1/2024
58450,69057,1624,5/1/2024
618167,1615,19,5/1/2024
618167,1615,19,5/1/2024
612359,1238,121,5/1/2024
851570,24871,1465,5/1/2024
58626,24,1,5/1/2024
909535,102675,3691,5/1/2024
246034,5033,212,5/1/2024
962866,5477,200,5/1/2024
912280,54,2,5/1/2024
908213,725455,22687,5/1/2024
904638,1142,113,5/1/2024
953555,837,15,5/1/2024
137308,1179,226,5/1/2024
395038,1142,204,5/1/2024
84099,984,120,5/1/2024
197899,1649,226,5/1/2024
206850,4703,576,5/1/2024
190034,1347,98,5/1/2024
550817,3491,296,5/1/2024
38661,23538,1343,5/1/2024
248181,-194,51,5/1/2024
140373,12396,399,5/1/2024
690323,59765,2179,5/1/2024
4718,5151,214,5/1/2024
712382,1238,117,5/1/2024
107132,152734,2420,5/1/2024
195275,839,32,5/1/2024
13738,-1431,125,5/1/2024
387802,4846,106,5/1/2024
75273,14488,564,5/1/2024
568804,1238,117,5/1/2024
342564,2284,413,5/1/2024
199971,3547,117,5/1/2024
284467,15152,341,5/1/2024
288078,8513,302,5/1/2024
245924,397,29,5/1/2024
157810,40,2,5/1/2024
653226,58784,2371,5/1/2024
730010,132664,3812,5/1/2024
834832,769,39,5/1/2024
688732,691,52,5/1/2024
130411,34827,1351,5/1/2024
78038,4228,802,5/1/2024
157670,8095,459,5/1/2024
806935,1783,215,5/1/2024
774542,204691,5589,5/1/2024
378391,138,10,5/1/2024
447708,7035,69,5/1/2024
378013,4974,425,5/1/2024
506749,984,119,5/1/2024
770864,800,25,5/1/2024
675658,2163,633,5/1/2024
107601,6375,929,5/1/2024
304752,1959,323,5/1/2024
769709,984,119,5/1/2024
854828,6184,440,5/1/2024
721068,207,15,5/1/2024
717202,16085,649,5/1/2024
947243,2867,302,5/1/2024
446013,4668,295,5/1/2024
262008,9547,541,5/1/2024
160655,984,119,5/1/2024
906735,2591,283,5/1/2024
386298,984,119,5/1/2024
446229,984,119,5/1/2024
461822,1313,159,5/1/2024
191673,9563,1374,5/1/2024
448758,9416,717,5/1/2024
488522,984,119,5/1/2024
413542,921,70,5/1/2024
854604,3919,688,5/1/2024
719005,2383,270,5/1/2024
788901,5169,787,5/1/2024
807818,2090,201,5/1/2024
720888,11197,597,5/1/2024
443986,10541,494,5/1/2024
851583,622,45,5/1/2024
346574,4157,299,5/1/2024
395993,1313,159,5/1/2024
998657,1969,238,5/1/2024
371034,1641,198,5/1/2024
491352,984,119,5/1/2024
334839,2944,444,5/1/2024
842451,1969,238,5/1/2024
392263,984,119,5/1/2024
160390,259,19,5/1/2024
945762,984,119,5/1/2024
74721,11108,549,5/1/2024
645375,69,5,5/1/2024
109587,984,119,5/1/2024
728476,3403,579,5/1/2024
720342,984,119,5/1/2024
780044,4846,98,5/1/2024
865327,1969,239,5/1/2024
718654,1934,141,5/1/2024
350819,2561,413,5/1/2024
386632,11708,602,5/1/2024
854594,984,119,5/1/2024
987636,230,18,5/1/2024
109520,7550,265,5/1/2024
911006,4578,761,5/1/2024
283068,2650,375,5/1/2024
90575,984,119,5/1/2024
160408,1969,238,5/1/2024
843859,984,119,5/1/2024
568048,2990,226,5/1/2024
975213,1969,239,5/1/2024
371089,52,4,5/1/2024
411223,984,119,5/1/2024
353912,975,206,5/1/2024
152751,2287,365,5/1/2024
152777,984,119,5/1/2024
137746,9765,3046,5/1/2024
615082,808,9,5/1/2024
987669,155,11,5/1/2024
388626,328,40,5/1/2024
61466,1678,64,5/1/2024
806901,1313,159,5/1/2024
621990,1959,326,5/1/2024
75594,984,119,5/1/2024
385460,558,57,5/1/2024
368393,3581,352,5/1/2024
977800,749,224,5/1/2024
489522,27026,1398,5/1/2024
88923,984,119,5/1/2024
715514,328,40,5/1/2024
151266,11325,452,5/1/2024
271952,6379,392,5/1/2024
151872,2257,1151,5/1/2024
327930,23027,778,5/1/2024
254709,5608,284,5/1/2024
726386,4538,697,5/1/2024
957167,1142,207,5/1/2024
166693,69,5,5/1/2024
623816,1129,577,5/1/2024
954020,4537,229,5/1/2024
870847,2688,455,5/1/2024
759920,984,119,5/1/2024
388192,984,119,5/1/2024
154476,4270,495,5/1/2024
872576,760,58,5/1/2024
908209,0,97,5/1/2024
908209,0,97,5/1/2024
463864,20923,810,5/1/2024
71235,3076,371,5/1/2024
557851,16426,1084,5/1/2024
245884,443,40,5/1/2024
245889,808,9,5/1/2024
946770,2471,41,5/1/2024
989454,2109,28,5/1/2024
989454,2109,28,5/1/2024
668771,984,119,5/1/2024
999432,4253,632,5/1/2024
910521,328,40,5/1/2024
155320,984,119,5/1/2024
155150,1303,244,5/1/2024
856812,984,119,5/1/2024
448305,1835,243,5/1/2024
443743,984,119,5/1/2024
371331,2287,365,5/1/2024
378667,23024,4352,5/1/2024
783282,4368,665,5/1/2024
371337,12555,1762,5/1/2024
805595,2039,372,5/1/2024
801737,6841,932,5/1/2024
628384,2660,287,5/1/2024
156737,1959,362,5/1/2024
444226,984,119,5/1/2024
852435,984,119,5/1/2024
806869,984,119,5/1/2024
384813,1140,130,5/1/2024
387966,1710,58,5/1/2024
379519,984,119,5/1/2024
386256,1313,159,5/1/2024
152263,1959,326,5/1/2024
155473,984,119,5/1/2024
157909,1952,194,5/1/2024
531159,3200,835,5/1/2024
950030,2358,375,5/1/2024
299024,5849,937,5/1/2024
151258,975,206,5/1/2024
155614,2142,219,5/1/2024
157792,8234,438,5/1/2024
415935,2366,223,5/1/2024
444331,6018,309,5/1/2024
445148,1497,109,5/1/2024
392857,5801,334,5/1/2024
372712,4380,650,5/1/2024
49211,5354,650,5/1/2024
778760,5053,666,5/1/2024
155549,138,44,5/1/2024
157172,1658,134,5/1/2024
970466,984,119,5/1/2024
950147,3853,598,5/1/2024
625276,3370,444,5/1/2024
387492,1952,189,5/1/2024
577329,96501,5202,5/1/2024
680409,1036,76,5/1/2024
778994,105,5,5/1/2024
661855,178571,7665,5/1/2024
761036,207,15,5/1/2024
140455,1859,163,5/1/2024
909808,1179,577,5/1/2024
785798,2517,88,5/1/2024
105304,328,40,5/1/2024
447644,1554,162,5/1/2024
288272,3949,561,5/1/2024
25948,1500,178,5/1/2024
333395,2876,396,5/1/2024
829628,-1982,-33,5/1/2024
950628,8456,398,5/1/2024
206469,4388,302,5/1/2024
997433,71007,3340,5/1/2024
730272,1691,71,5/1/2024
725587,21985,1118,5/1/2024
714336,51166,2041,5/1/2024
330971,2011,96,5/1/2024
749279,5435,690,5/1/2024
978799,1615,44,5/1/2024
821772,2011,107,5/1/2024
300290,10147,447,5/1/2024
232370,11838,562,5/1/2024
490719,922,38,5/1/2024
943688,1644,69,5/1/2024
100336,134192,7476,5/1/2024
110061,3398,175,5/1/2024
275318,33777,1595,5/1/2024
96332,0,24,5/1/2024
308859,3225,664,5/1/2024
96330,0,24,5/1/2024
40232,3578,693,5/1/2024
58456,3382,185,5/1/2024
298860,1028,142,5/1/2024
885654,984,120,5/1/2024
820348,2478,249,5/1/2024
784451,8328,857,5/1/2024
209685,1127,107,5/1/2024
764556,87041,2776,5/1/2024
998743,24664,984,5/1/2024
20795,3401,171,5/1/2024
44488,36017,1908,5/1/2024
931882,14188,501,5/1/2024
952957,2284,413,5/1/2024
595188,7977,294,5/1/2024
715605,8632,360,5/1/2024
159155,11276,495,5/1/2024
991526,3016,126,5/1/2024
151323,7918,712,5/1/2024
683109,13455,653,5/1/2024
422457,1105,81,5/1/2024
883320,9866,394,5/1/2024
800125,-6650,372,5/1/2024
930015,1142,207,5/1/2024
17439,42904,1651,5/1/2024
415926,3355,147,5/1/2024
557403,19785,737,5/1/2024
101987,13673,736,5/1/2024
801521,15796,720,5/1/2024
151301,439,40,5/1/2024
17117,138600,3576,5/1/2024
17130,487938,12394,5/1/2024
818422,1128,214,5/1/2024
299913,1171,120,5/1/2024
17142,41027,1115,5/1/2024
45657,950,27,5/1/2024
64766,1142,230,5/1/2024
58014,1900,53,5/1/2024
58011,950,27,5/1/2024
11350,633,18,5/1/2024
96334,1267,9,5/1/2024
58694,8274,312,5/1/2024
523960,1667,23,5/1/2024
952958,7796,371,5/1/2024
12410,22080,1146,5/1/2024
996080,14531,877,5/1/2024
46371,16743,5823,5/1/2024
699098,1186,107,5/1/2024
417835,49045,2190,5/1/2024
345854,2575,477,5/1/2024
765624,984,119,5/1/2024
377962,837,13,5/1/2024
920598,2475,235,5/1/2024
923284,28796,2433,5/1/2024
824729,4933,192,5/1/2024
432066,1142,243,5/1/2024
760919,1238,117,5/1/2024
70618,2095,156,5/1/2024
460053,2054,160,5/1/2024
995922,277,4,5/1/2024
239636,42216,1665,5/1/2024
691430,1824240,42076,5/1/2024
155010,2423,53,5/1/2024
166575,2284,487,5/1/2024
804308,6175,446,5/1/2024
686861,0,23,5/1/2024
623787,9228,362,5/1/2024
469606,26547,889,5/1/2024
31110,2368,324,5/1/2024
210329,1142,207,5/1/2024
14134,614,321,5/1/2024
309584,96,153,5/1/2024
211857,20889,810,5/1/2024
4736,292848,5549,5/1/2024
968262,10188,1997,5/1/2024
13027,7404,-137,5/1/2024
114774,1134,57,5/1/2024
469400,4711,744,5/1/2024
468541,7155,1336,5/1/2024
387868,93463,4330,5/1/2024
401738,3253,115,5/1/2024
135117,20744,331,5/1/2024
135564,0,-5,5/1/2024
201781,10177,147,5/1/2024
201771,13725,198,5/1/2024
510308,3187,164,5/1/2024
101435,1011,160,5/1/2024
195031,1995,280,5/1/2024
771020,2284,450,5/1/2024
137839,7347,168,5/1/2024
195085,1142,207,5/1/2024
58406,0,141,5/1/2024
103012,138,10,5/1/2024
274943,77972,3407,5/1/2024
699944,837,16,5/1/2024
699944,837,16,5/1/2024
505376,5500,1575,5/1/2024
998588,2351,630,5/1/2024
195213,32230,903,5/1/2024
852995,181576,8040,5/1/2024
1519,1055,107,5/1/2024
826329,9648,360,5/1/2024
300204,1078,224,5/1/2024
859482,61436,1613,5/1/2024
703929,3349,293,5/1/2024
253608,12702,2731,5/1/2024
275451,4619,1332,5/1/2024
685657,51002,1912,5/1/2024
755730,2379,324,5/1/2024
755730,2379,324,5/1/2024
946334,2671,485,5/1/2024
814501,2664,490,5/1/2024
419280,321,13,5/1/2024
140011,2348,213,5/1/2024
941304,676,45,5/1/2024
837998,16685,539,5/1/2024
459825,61700,2183,5/1/2024
180790,1028,144,5/1/2024
956488,276,22,5/1/2024
956488,276,22,5/1/2024
841969,64798,1854,5/1/2024
873308,5487,225,5/1/2024
243548,2622301,75210,5/1/2024
732964,18174,1922,5/1/2024
155931,36514,130,5/1/2024
149700,375,22,5/1/2024
844351,478,60,5/1/2024
414285,1129,577,5/1/2024
151990,2611467,72935,5/1/2024
135223,4885,77,5/1/2024
763084,526760,17358,5/1/2024
134454,0,-1,5/1/2024
134711,44412,704,5/1/2024
189569,8050,130,5/1/2024
134652,36121,577,5/1/2024
134250,39527,622,5/1/2024
135168,29585,597,5/1/2024
151971,1954803,109727,5/1/2024
134028,169356,2697,5/1/2024
159978,37841,603,5/1/2024
135119,113007,1786,5/1/2024
134482,0,-2,5/1/2024
133963,20985,332,5/1/2024
151992,620371,9538,5/1/2024
151953,2030058,45669,5/1/2024
151954,4216985,234901,5/1/2024
198848,11180,164,5/1/2024
189572,8050,128,5/1/2024
133899,69799,1089,5/1/2024
133841,71485,1114,5/1/2024
151884,1731924,25399,5/1/2024
198854,2544,36,5/1/2024
134134,26351,399,5/1/2024
151918,2701835,106557,5/1/2024
151962,834614,20227,5/1/2024
134394,166157,2652,5/1/2024
134373,71485,1145,5/1/2024
151995,2449369,55038,5/1/2024
151960,1329451,14572,5/1/2024
161040,11108084,381917,5/1/2024
135612,7327,117,5/1/2024
818791,0,-23,5/1/2024
145469,26833,471,5/1/2024
133917,469385,6923,5/1/2024
134475,55788,860,5/1/2024
431079,3356,137,5/1/2024
135518,18060,283,5/1/2024
134168,5367,82,5/1/2024
134558,29516,464,5/1/2024
272660,49610,2286,5/1/2024
68147,1717,72,5/1/2024
693931,25371,1324,5/1/2024
880185,89182,4882,5/1/2024
151949,1145245,28801,5/1/2024
133834,44652,708,5/1/2024
646975,5722,831,5/1/2024
832981,1142,204,5/1/2024
490195,8215,305,5/1/2024
206352,9016,202,5/1/2024
774450,1665,59,5/1/2024
70566,5410,268,5/1/2024
452432,1969,240,5/1/2024
101544,829,60,5/1/2024
166526,29234,1055,5/1/2024
774413,9115,340,5/1/2024
763388,28748,1010,5/1/2024
477868,207,15,5/1/2024
246106,138,10,5/1/2024
465739,2011,206,5/1/2024
467349,1888,143,5/1/2024
481893,1320,36,5/1/2024
457313,691,49,5/1/2024
807640,12192,2423,5/1/2024
81285,189038,4662,5/1/2024
744550,2388,357,5/1/2024
577818,0,-2,5/1/2024
99603,1011,160,5/1/2024
9786,1005,42,5/1/2024
712041,24522,1655,5/1/2024
521821,8456,399,5/1/2024
807151,1717,71,5/1/2024
958380,913247,39495,5/1/2024
976343,61686,1742,5/1/2024
5679,59249,1742,5/1/2024
750704,47667,2682,5/1/2024
943302,8482,380,5/1/2024
159398,567889,34218,5/1/2024
929431,25003,965,5/1/2024
915113,39651,1716,5/1/2024
481026,1142,243,5/1/2024
19341,761,153,5/1/2024
310515,1212,25,5/1/2024
260007,837,13,5/1/2024
754367,28,1,5/1/2024
754368,282,8,5/1/2024
259869,2772,769,5/1/2024
557987,21856,1361,5/1/2024
832790,8921,1330,5/1/2024
649293,12501,2398,5/1/2024
995850,31223,1104,5/1/2024
809032,3425,638,5/1/2024
251761,886,33,5/1/2024
335613,13733,544,5/1/2024
746408,2072,155,5/1/2024
831718,4846,101,5/1/2024
246016,2372,212,5/1/2024
445733,737,56,5/1/2024
783059,6577,274,5/1/2024
137457,8144,368,5/1/2024
248188,-194,0,5/1/2024
960288,138,10,5/1/2024
471840,1140,222,5/1/2024
282213,808,9,5/1/2024
282213,808,9,5/1/2024
190093,852,64,5/1/2024
688322,2328,314,5/1/2024
624008,14262,580,5/1/2024
299770,1057,161,5/1/2024
914992,16988,660,5/1/2024
766396,1129,226,5/1/2024
402301,2284,413,5/1/2024
93179,1142,243,5/1/2024
522710,1105,87,5/1/2024
754302,127009,3810,5/1/2024
807299,325409,9111,5/1/2024
190029,33903,1276,5/1/2024
786953,691,49,5/1/2024
768263,3804,138,5/1/2024
30843,3310,166,5/1/2024
782797,1238,117,5/1/2024
222866,7,0,5/1/2024
194266,413,171,5/1/2024
166928,4340,127,5/1/2024
206562,1717,71,5/1/2024
398529,18136,494,5/1/2024
760252,6101,178,5/1/2024
147183,3945,49,5/1/2024
72773,10023,544,5/1/2024
80110,783818,27470,5/1/2024
950059,4184,72,5/1/2024
166866,7989,296,5/1/2024
166562,10371,411,5/1/2024
98096,2953,358,5/1/2024
492421,1142,204,5/1/2024
275503,12131,54,5/1/2024
169318,1238,117,5/1/2024
112179,3753,534,5/1/2024
839509,21107,2932,5/1/2024
314897,177,7,5/1/2024
578000,4184,77,5/1/2024
575022,376,77,5/1/2024
463067,4786,590,5/1/2024
935996,4778,420,5/1/2024
137262,11030,404,5/1/2024
832479,1969,238,5/1/2024
265415,413,171,5/1/2024
265415,413,171,5/1/2024
274917,12584,500,5/1/2024
29676,1225,117,5/1/2024
92528,2317,324,5/1/2024
107235,9863,745,5/1/2024
763471,340757,5930,5/1/2024
51050,17041,519,5/1/2024
185855,14387,555,5/1/2024
558522,1618,194,5/1/2024
137303,2517,103,5/1/2024
86748,120,39,5/1/2024
184960,3356,137,5/1/2024
824520,553,41,5/1/2024
316376,9571,438,5/1/2024
152161,16313,646,5/1/2024
892024,24925,911,5/1/2024
830205,7300,124,5/1/2024
120609,6449,222,5/1/2024
102541,1445,153,5/1/2024
120582,1186,107,5/1/2024
99666,622,45,5/1/2024
709118,1615,64,5/1/2024
712352,7320,-1911,5/1/2024
825830,53029,2247,5/1/2024
755941,846,160,5/1/2024
743936,564,107,5/1/2024
754224,28154,1203,5/1/2024
822327,4985,181,5/1/2024
759438,0,4,5/1/2024
758931,0,12,5/1/2024
998738,1330,120,5/1/2024
62505,414,30,5/1/2024
988526,3289,137,5/1/2024
635953,4333,167,5/1/2024
956627,9205,328,5/1/2024
681468,829,61,5/1/2024
28540,414,30,5/1/2024
28540,414,30,5/1/2024
99634,466,34,5/1/2024
485904,1129,225,5/1/2024
995867,395,36,5/1/2024
550507,3386,-12,5/1/2024
991199,14870,569,5/1/2024
191299,4799,55,5/1/2024
69906,0,23,5/1/2024
798245,1127,107,5/1/2024
140131,2114,321,5/1/2024
647011,1897,360,5/1/2024
647011,1897,360,5/1/2024
810859,2284,450,5/1/2024
140089,1674,30,5/1/2024
801641,1678,59,5/1/2024
818495,2257,801,5/1/2024
747985,173,12,5/1/2024
110537,1142,207,5/1/2024
439434,5216,214,5/1/2024
785369,0,37,5/1/2024
995923,2200,727,5/1/2024
142900,29546,1218,5/1/2024
195120,5033,196,5/1/2024
163851,19469,889,5/1/2024
811530,1142,224,5/1/2024
811530,1142,224,5/1/2024
822066,1142,207,5/1/2024
163101,1615,57,5/1/2024
823238,2351,630,5/1/2024
826731,19229,917,5/1/2024
864920,0,23,5/1/2024
144212,2284,411,5/1/2024
809462,381,76,5/1/2024
833784,1238,117,5/1/2024
281709,439,40,5/1/2024
771625,4334,124,5/1/2024
771616,1834,53,5/1/2024
178631,2932,236,5/1/2024
771793,24088,822,5/1/2024
557768,15116,571,5/1/2024
76983,10820,203,5/1/2024
755151,829,61,5/1/2024
417769,1142,207,5/1/2024
5301,1238,117,5/1/2024
390271,2475,238,5/1/2024
376079,78068,4829,5/1/2024
33126,5683,445,5/1/2024
849463,15100,590,5/1/2024
685664,1842,143,5/1/2024
59352,7550,295,5/1/2024
691406,1083113,18031,5/1/2024
798131,87351,1011,5/1/2024
303555,121024,5735,5/1/2024
830516,10454,415,5/1/2024
435153,230,17,5/1/2024
498522,846,160,5/1/2024
190041,532,20,5/1/2024
375170,8389,337,5/1/2024
328614,1238,117,5/1/2024
194864,311,22,5/1/2024
688681,1615,-13,5/1/2024
544356,1142,224,5/1/2024
338672,10688,422,5/1/2024
757666,282,53,5/1/2024
16684,1142,207,5/1/2024
337870,0,180,5/1/2024
841974,732,113,5/1/2024
478950,2076,151,5/1/2024
548489,1330,120,5/1/2024
273373,1324,99,5/1/2024
757658,1409,267,5/1/2024
870132,5775,939,5/1/2024
932571,175,2,5/1/2024
625167,4790,704,5/1/2024
565805,2055,285,5/1/2024
207161,2738,100,5/1/2024
309499,47994,1913,5/1/2024
101303,1192,133,5/1/2024
250268,54760,2111,5/1/2024
102038,11060,507,5/1/2024
608796,31723,1150,5/1/2024
754422,1238,117,5/1/2024
463000,737,53,5/1/2024
468288,7341,279,5/1/2024
774318,1479901,48065,5/1/2024
217643,2657,506,5/1/2024
807508,19193,762,5/1/2024
137255,1674,45,5/1/2024
300125,3372,135,5/1/2024
942139,2302,617,5/1/2024
998549,1142,207,5/1/2024
742059,22842,1112,5/1/2024
389275,3207,429,5/1/2024
665945,11856,452,5/1/2024
877899,34382,1308,5/1/2024
761087,0,15,5/1/2024
801048,24925,919,5/1/2024
310302,20763,790,5/1/2024
746566,2517,103,5/1/2024
746566,2517,103,5/1/2024
909803,1451,106,5/1/2024
770283,2510,50,5/1/2024
489120,10067,385,5/1/2024
772487,2628,262,5/1/2024
190301,3267,313,5/1/2024
828605,1186,107,5/1/2024
187570,14343,920,5/1/2024
713365,8389,319,5/1/2024
114845,241,11,5/1/2024
443132,1493,191,5/1/2024
763538,0,-39,5/1/2024
834363,2510,47,5/1/2024
146265,30608,1125,5/1/2024
802424,79328,3352,5/1/2024
245850,1727,48,5/1/2024
371796,28,1,5/1/2024
725715,0,213,5/1/2024
239429,2450,235,5/1/2024
939224,2313,326,5/1/2024
78774,1349,222,5/1/2024
250778,11963,3372,5/1/2024
464952,55110,4594,5/1/2024
252455,10130,1692,5/1/2024
879719,413,171,5/1/2024
300042,1590,299,5/1/2024
761436,0,169,5/1/2024
98411,14981,962,5/1/2024
759631,0,-21,5/1/2024
763522,0,-79,5/1/2024
761336,0,-158,5/1/2024
101370,21534,311,5/1/2024
761299,0,-17,5/1/2024
86749,3380,321,5/1/2024
912094,5034,196,5/1/2024
825600,38402,2125,5/1/2024
120942,927,67,5/1/2024
932037,921,73,5/1/2024
189692,864,16,5/1/2024
759304,152787,5882,5/1/2024
767495,44036,3190,5/1/2024
75015,7550,295,5/1/2024
60119,2297,175,5/1/2024
807761,13459,465,5/1/2024
738496,3665,529,5/1/2024
782798,57,2,5/1/2024
763586,92368,20005,5/1/2024
898651,2351,235,5/1/2024
991314,1179,577,5/1/2024
101810,32864,3725,5/1/2024
195122,2284,453,5/1/2024
761253,984,119,5/1/2024
436887,1174,87,5/1/2024
995943,1281,24,5/1/2024
995921,62583,1778,5/1/2024
774845,1658597,248959,5/1/2024
234602,3775,150,5/1/2024
60107,1046,82,5/1/2024
24466,1127,226,5/1/2024
597496,1005,53,5/1/2024
130596,2537,481,5/1/2024
415471,1468,170,5/1/2024
101536,2379,364,5/1/2024
27198,1674,29,5/1/2024
649616,3396,528,5/1/2024
390526,42679,2104,5/1/2024
720532,984,119,5/1/2024
28831,11261,530,5/1/2024
143254,4682,648,5/1/2024
287008,2959,400,5/1/2024
604777,328,40,5/1/2024
955355,1313,159,5/1/2024
793007,9922,-983,5/1/2024
101807,18993,752,5/1/2024
810254,7619,509,5/1/2024
910315,328,40,5/1/2024
444216,1969,238,5/1/2024
415489,17945,721,5/1/2024
998578,1231,83,5/1/2024
4022,4801,143,5/1/2024
917117,2064121,53325,5/1/2024
759389,239082,8485,5/1/2024
168719,1091,243,5/1/2024
600106,461,34,5/1/2024
696597,148382,3732,5/1/2024
99849,43064,1908,5/1/2024
984464,2284,411,5/1/2024
17448,230,16,5/1/2024
239631,1674,33,5/1/2024
760007,50771,3728,5/1/2024
577212,3631,837,5/1/2024
151226,3356,128,5/1/2024
982608,236432,17982,5/1/2024
273607,22339,1634,5/1/2024
186210,18041,740,5/1/2024
116600,1596,37,5/1/2024
2184,10586,373,5/1/2024
722497,10485,358,5/1/2024
748146,18980,509,5/1/2024
114526,5388,214,5/1/2024
233098,18887,784,5/1/2024
190129,3231,37,5/1/2024
764494,1058929,39753,5/1/2024
247921,2583,183,5/1/2024
120906,155269,2858,5/1/2024
772765,1036,76,5/1/2024
847959,1060,49,5/1/2024
763715,472571,17314,5/1/2024
101785,1142,207,5/1/2024
759563,4175,334,5/1/2024
136653,5668,164,5/1/2024
190143,6851,1415,5/1/2024
347903,23944,860,5/1/2024
201886,1142,204,5/1/2024
253027,5925,455,5/1/2024
551688,1613,-31,5/1/2024
953600,622,46,5/1/2024
823860,2064,318,5/1/2024
840786,22197,897,5/1/2024
716213,392,171,5/1/2024
936263,3040,407,5/1/2024
641211,1969,240,5/1/2024
988476,10332,365,5/1/2024
548624,984,120,5/1/2024
500293,1028,142,5/1/2024
28988,39758,1664,5/1/2024
624754,1335,207,5/1/2024
554104,1129,163,5/1/2024
344999,1129,181,5/1/2024
433816,41361,3196,5/1/2024
998400,29329,1259,5/1/2024
737883,1142,204,5/1/2024
693383,28,1,5/1/2024
637916,1142,243,5/1/2024
86137,2945,191,5/1/2024
975661,1607,20,5/1/2024
688495,518169,-4622,5/1/2024
998396,1581,143,5/1/2024
862440,70704,2827,5/1/2024
805543,2959,400,5/1/2024
586196,1028,144,5/1/2024
60578,2018,304,5/1/2024
869414,36559,3916,5/1/2024
812671,1005,42,5/1/2024
67442,98381,1547,5/1/2024
893291,561367,17324,5/1/2024
393797,835634,31179,5/1/2024
893286,1917499,70272,5/1/2024
30392,5943000,162763,5/1/2024
140579,75089,1663,5/1/2024
893270,1734252,55369,5/1/2024
893285,594697,14835,5/1/2024
228954,5283378,200221,5/1/2024
229489,6250689,207900,5/1/2024
893249,473723,12630,5/1/2024
893248,499484,16161,5/1/2024
140580,45647,1876,5/1/2024
140581,138426,3219,5/1/2024
520359,3040796,67017,5/1/2024
893277,469151,17980,5/1/2024
893267,1295178,39546,5/1/2024
11318,535435,17396,5/1/2024
172951,3739252,128867,5/1/2024
893251,916581,33277,5/1/2024
407398,1063,40,5/1/2024
768567,0,16,5/1/2024
770591,2257,801,5/1/2024
913864,1238,117,5/1/2024
736405,4114,278,5/1/2024
120343,17265,694,5/1/2024
416488,2434,100,5/1/2024
101564,22442,707,5/1/2024
213769,3289,124,5/1/2024
434757,7382,295,5/1/2024
946486,1238,121,5/1/2024
948807,3356,137,5/1/2024
948807,3356,137,5/1/2024
829658,811,34,5/1/2024
995976,66186,2569,5/1/2024
945258,1888,77,5/1/2024
956665,1176,117,5/1/2024
430647,2517,90,5/1/2024
203831,1723,160,5/1/2024
940235,1330,120,5/1/2024
940235,1330,120,5/1/2024
770964,8259,783,5/1/2024
421531,1186,107,5/1/2024
715654,1268,45,5/1/2024
760789,2450,235,5/1/2024
867989,1330,120,5/1/2024
319399,8042,544,5/1/2024
46405,8840,389,5/1/2024
89352,1022,207,5/1/2024
54882,3425,674,5/1/2024
74951,691,54,5/1/2024
577579,2255,1153,5/1/2024
446411,3578,690,5/1/2024
756423,1140,207,5/1/2024
952655,3425,657,5/1/2024
767502,155,11,5/1/2024
165194,2019,46,5/1/2024
797087,5033,280,5/1/2024
239998,1335,243,5/1/2024
293015,4246,6,5/1/2024
133597,3882,348,5/1/2024
58528,1238,121,5/1/2024
268640,3946,750,5/1/2024
137203,1641,200,5/1/2024
153098,5252,619,5/1/2024
108092,4340,245,5/1/2024
445171,1226,105,5/1/2024
14536,2819,534,5/1/2024
103275,1485,157,5/1/2024
558105,2287,365,5/1/2024
818346,1128,213,5/1/2024
84009,1128,214,5/1/2024
416028,984,119,5/1/2024
469808,975,206,5/1/2024
103507,1888,74,5/1/2024
665718,149827,3320,5/1/2024
611359,656,296,5/1/2024
863090,1078,243,5/1/2024
332828,793,247,5/1/2024
427812,2517,103,5/1/2024
801745,341795,14139,5/1/2024
991265,1903,404,5/1/2024
558265,3806,733,5/1/2024
151353,1518,281,5/1/2024
253305,384610,27279,5/1/2024
333353,320,11,5/1/2024
101904,570089,17237,5/1/2024
688801,1238,117,5/1/2024
957722,1142,243,5/1/2024
712549,1129,577,5/1/2024
962949,508,8,5/1/2024
998739,31765,1051,5/1/2024
722911,1011,160,5/1/2024
811504,1129,574,5/1/2024
811504,1129,574,5/1/2024
861837,7098,321,5/1/2024
187681,3356,127,5/1/2024
247842,1615,19,5/1/2024
823987,12316,280,5/1/2024
995565,26534,1471,5/1/2024
787118,28,0,5/1/2024
770950,40597,1878,5/1/2024
995925,87106,2602,5/1/2024
236159,4802,743,5/1/2024
795411,14500,371,5/1/2024
