CUST_ACCT_ID,  TARGET_NET_SALES  ,  TARGET_GROSS_PROFIT  ,YR_MTH
164586,4876,675,10/1/2024
756861,6527,897,10/1/2024
209639,1074,150,10/1/2024
55664,3139,482,10/1/2024
830818,5197,695,10/1/2024
767196,19381,1075,10/1/2024
903636,9500,1409,10/1/2024
776502,5236,674,10/1/2024
337339,3133,401,10/1/2024
246486,9165,602,10/1/2024
585045,2064,293,10/1/2024
789538,2652,503,10/1/2024
34372,3382,432,10/1/2024
37513,589,112,10/1/2024
782236,5885,836,10/1/2024
34871,589,112,10/1/2024
685453,589,112,10/1/2024
343299,295,56,10/1/2024
15690,1179,223,10/1/2024
417278,1023636,3907,10/1/2024
785163,6914,962,10/1/2024
668163,884,168,10/1/2024
868308,4117,501,10/1/2024
23082,5933,821,10/1/2024
861335,1715,209,10/1/2024
88463,3923,557,10/1/2024
814315,0,-1690,10/1/2024
980843,2305,321,10/1/2024
532877,8739,1563,10/1/2024
140919,7453,668,10/1/2024
117440,9771,1349,10/1/2024
343592,2255,339,10/1/2024
152538,1029,124,10/1/2024
612303,3139,462,10/1/2024
569037,1074,150,10/1/2024
268918,2058,250,10/1/2024
257272,2058,250,10/1/2024
247236,13736,1911,10/1/2024
258077,2223,294,10/1/2024
258721,4207,549,10/1/2024
886148,1029,125,10/1/2024
876551,2058,251,10/1/2024
117802,3139,481,10/1/2024
842306,3133,401,10/1/2024
845522,3139,482,10/1/2024
863770,163,12,10/1/2024
93352,7326,509,10/1/2024
822895,2104,276,10/1/2024
488870,3133,401,10/1/2024
783406,6356,889,10/1/2024
965528,12257,627,10/1/2024
335660,5197,694,10/1/2024
267403,5242,737,10/1/2024
213982,4252,613,10/1/2024
947086,5551,750,10/1/2024
873871,4374,74,10/1/2024
768205,4123,544,10/1/2024
624679,4123,544,10/1/2024
355625,2104,273,10/1/2024
516637,2064,293,10/1/2024
457521,6489,455,10/1/2024
769222,3133,401,10/1/2024
912400,3139,440,10/1/2024
827384,3144,486,10/1/2024
641533,2064,293,10/1/2024
492043,2149,301,10/1/2024
276506,3139,482,10/1/2024
300629,1074,189,10/1/2024
730063,4556,634,10/1/2024
717289,11159,1494,10/1/2024
804996,1029,125,10/1/2024
158627,4893,653,10/1/2024
61670,3139,443,10/1/2024
444903,1029,255,10/1/2024
227848,4168,569,10/1/2024
172161,3858,359,10/1/2024
905637,7142,432,10/1/2024
785148,3139,444,10/1/2024
293869,4213,650,10/1/2024
909293,6624,698,10/1/2024
885606,4213,651,10/1/2024
263082,2104,276,10/1/2024
209222,4162,544,10/1/2024
516771,11032,769,10/1/2024
17002,2104,275,10/1/2024
999338,2109,357,10/1/2024
211443,4207,569,10/1/2024
473899,1689,67,10/1/2024
421332,3133,401,10/1/2024
869373,1074,150,10/1/2024
904932,2058,251,10/1/2024
445959,3178,463,10/1/2024
225988,2104,273,10/1/2024
815287,2149,321,10/1/2024
571970,4162,544,10/1/2024
828080,2104,314,10/1/2024
815891,2104,294,10/1/2024
121807,9126,593,10/1/2024
299596,7312,1091,10/1/2024
528522,6401,952,10/1/2024
280698,4179,673,10/1/2024
510938,5152,668,10/1/2024
488595,3139,444,10/1/2024
928935,5466,518,10/1/2024
768749,6362,988,10/1/2024
88480,2401,292,10/1/2024
67550,5293,803,10/1/2024
163201,1715,209,10/1/2024
273152,5242,738,10/1/2024
186951,5248,818,10/1/2024
687522,3139,443,10/1/2024
822900,4168,566,10/1/2024
809219,8359,563,10/1/2024
442645,2104,314,10/1/2024
798217,19683,679,10/1/2024
976378,1768,335,10/1/2024
443672,884,167,10/1/2024
51385,4715,894,10/1/2024
306094,686,83,10/1/2024
497424,1179,224,10/1/2024
233596,1473,280,10/1/2024
27621,33540,761,10/1/2024
665736,3337,167,10/1/2024
710850,589,112,10/1/2024
414862,3078,464,10/1/2024
687410,2344,401,10/1/2024
244624,13015,1216,10/1/2024
931121,1127,189,10/1/2024
405106,4213,594,10/1/2024
141392,1029,125,10/1/2024
234785,12707,1808,10/1/2024
299992,6569,861,10/1/2024
359061,3139,462,10/1/2024
861573,3133,401,10/1/2024
447341,1083,76,10/1/2024
886202,1074,150,10/1/2024
506714,8778,719,10/1/2024
863006,1906,159,10/1/2024
117016,4487,449,10/1/2024
592731,4213,594,10/1/2024
384122,3093,418,10/1/2024
426484,5287,820,10/1/2024
887813,1029,125,10/1/2024
916261,16074,973,10/1/2024
758088,4168,566,10/1/2024
106417,5287,762,10/1/2024
171627,1074,150,10/1/2024
934237,3608,206,10/1/2024
912229,1706,196,10/1/2024
598055,1074,148,10/1/2024
582496,2470,346,10/1/2024
385560,1029,125,10/1/2024
120783,15498,2294,10/1/2024
524893,2104,276,10/1/2024
423018,2559,308,10/1/2024
164054,5823,741,10/1/2024
322881,9171,1125,10/1/2024
459640,3178,426,10/1/2024
393663,2104,276,10/1/2024
270597,5236,676,10/1/2024
398477,2104,314,10/1/2024
788671,1074,150,10/1/2024
622427,4168,587,10/1/2024
180843,4252,613,10/1/2024
837775,2104,275,10/1/2024
103410,1499,160,10/1/2024
487859,7351,1113,10/1/2024
908719,2591,330,10/1/2024
778280,11131,1576,10/1/2024
164469,6304,906,10/1/2024
79644,1029,125,10/1/2024
112472,7397,1196,10/1/2024
254505,2104,314,10/1/2024
161949,2104,314,10/1/2024
256330,8465,1225,10/1/2024
243094,4854,317,10/1/2024
809661,2104,275,10/1/2024
749654,4168,587,10/1/2024
748158,2503,357,10/1/2024
851587,3139,482,10/1/2024
209391,11817,1662,10/1/2024
767650,8426,1245,10/1/2024
650007,7884,729,10/1/2024
477312,2104,275,10/1/2024
469108,2104,276,10/1/2024
894830,11273,1349,10/1/2024
729344,3139,461,10/1/2024
87143,4207,588,10/1/2024
813257,4252,631,10/1/2024
315987,2058,251,10/1/2024
269870,4213,632,10/1/2024
28197,1179,224,10/1/2024
192083,673931,6922,10/1/2024
43793,2947,560,10/1/2024
52190,1179,223,10/1/2024
9255,3923,557,10/1/2024
344104,2401,292,10/1/2024
331653,884,168,10/1/2024
118517,3725,473,10/1/2024
844762,2503,404,10/1/2024
687148,295,56,10/1/2024
734008,4565,795,10/1/2024
841663,14967,2442,10/1/2024
40812,11229,1547,10/1/2024
838848,2063,391,10/1/2024
620465,295,56,10/1/2024
742778,2358,446,10/1/2024
333424,2010,264,10/1/2024
755456,1878,334,10/1/2024
303228,686,83,10/1/2024
12074,2058,250,10/1/2024
310218,3890,279,10/1/2024
945411,7516,991,10/1/2024
608273,1879,249,10/1/2024
975257,3758,506,10/1/2024
364462,1372,166,10/1/2024
935124,4207,569,10/1/2024
269509,1074,150,10/1/2024
93681,3088,376,10/1/2024
290278,3133,421,10/1/2024
179292,5158,711,10/1/2024
269562,3223,526,10/1/2024
233980,9478,1258,10/1/2024
223944,2104,276,10/1/2024
92931,1029,125,10/1/2024
926855,2104,314,10/1/2024
844176,1029,125,10/1/2024
455652,2503,377,10/1/2024
163885,1074,150,10/1/2024
926593,2058,251,10/1/2024
853893,3139,443,10/1/2024
803694,4213,651,10/1/2024
830029,1029,125,10/1/2024
27650,3133,401,10/1/2024
860305,4162,544,10/1/2024
923718,3093,419,10/1/2024
277537,5460,306,10/1/2024
817020,1029,125,10/1/2024
910054,1270,142,10/1/2024
617807,4123,544,10/1/2024
638128,11026,709,10/1/2024
364866,1029,125,10/1/2024
409533,2149,298,10/1/2024
902047,11215,1582,10/1/2024
99207,1035,168,10/1/2024
924895,1553,162,10/1/2024
757289,6316,908,10/1/2024
916898,3133,401,10/1/2024
209061,4695,387,10/1/2024
234084,2507,350,10/1/2024
719642,4547,655,10/1/2024
393532,5158,712,10/1/2024
493498,10794,1596,10/1/2024
874080,4297,637,10/1/2024
90772,7980,805,10/1/2024
293199,4974,653,10/1/2024
448229,1541,114,10/1/2024
656319,3178,464,10/1/2024
555968,1733,128,10/1/2024
359840,4008,389,10/1/2024
570707,5004,693,10/1/2024
10063,5242,756,10/1/2024
455191,11158,1362,10/1/2024
904280,1029,125,10/1/2024
202503,16097,845,10/1/2024
821707,4683,306,10/1/2024
986381,18854,1560,10/1/2024
754874,1074,169,10/1/2024
588722,2058,251,10/1/2024
188028,4128,587,10/1/2024
437950,5327,783,10/1/2024
410287,5197,694,10/1/2024
897198,2109,357,10/1/2024
126303,2604,354,10/1/2024
209689,1029,125,10/1/2024
885135,7592,1094,10/1/2024
915407,10042,630,10/1/2024
337323,3797,418,10/1/2024
244337,2149,358,10/1/2024
560161,2149,339,10/1/2024
114601,3178,462,10/1/2024
179323,5242,757,10/1/2024
202517,1035,168,10/1/2024
596493,1074,150,10/1/2024
115523,5635,836,10/1/2024
769682,1029,125,10/1/2024
817560,1029,125,10/1/2024
764971,7694,1136,10/1/2024
770992,4252,633,10/1/2024
289988,1035,168,10/1/2024
735875,2149,319,10/1/2024
730274,3133,419,10/1/2024
94523,4162,545,10/1/2024
217766,3178,444,10/1/2024
952039,5197,692,10/1/2024
386486,4207,589,10/1/2024
452215,3250,387,10/1/2024
770454,4469,611,10/1/2024
821863,10451,1551,10/1/2024
592530,3139,482,10/1/2024
636345,5021,311,10/1/2024
899564,6968,998,10/1/2024
365879,4213,594,10/1/2024
681759,2063,391,10/1/2024
112009,2306,15,10/1/2024
380384,884,168,10/1/2024
739281,4513,669,10/1/2024
45082,2058,250,10/1/2024
96623,3334,446,10/1/2024
417911,2063,392,10/1/2024
968988,1424870,4577,10/1/2024
52511,1619,237,10/1/2024
685340,3629,501,10/1/2024
695761,1278,92,10/1/2024
359119,6571,920,10/1/2024
894175,8557143,32170,10/1/2024
853339,1768,335,10/1/2024
868188,5344,710,10/1/2024
2624,2058,250,10/1/2024
472573,1768,335,10/1/2024
761534,295,56,10/1/2024
416570,78224,1511,10/1/2024
222389,295,56,10/1/2024
681791,1768,335,10/1/2024
931204,2631,388,10/1/2024
931022,5637,775,10/1/2024
143495,8268,1166,10/1/2024
117390,4885,684,10/1/2024
399323,3006,399,10/1/2024
264413,3178,444,10/1/2024
203590,2064,293,10/1/2024
443662,6675,935,10/1/2024
805616,3133,420,10/1/2024
353028,3099,462,10/1/2024
654664,1896,188,10/1/2024
235268,5590,733,10/1/2024
854425,2109,318,10/1/2024
293468,2058,250,10/1/2024
272015,2104,275,10/1/2024
775390,3184,507,10/1/2024
843053,2104,275,10/1/2024
842888,1074,150,10/1/2024
166184,2058,250,10/1/2024
162803,3133,401,10/1/2024
403442,15233,1328,10/1/2024
224591,5585,799,10/1/2024
911424,8407,1179,10/1/2024
295751,2104,314,10/1/2024
586184,2104,275,10/1/2024
552670,1029,125,10/1/2024
747190,433,30,10/1/2024
89384,3133,439,10/1/2024
884380,1428,204,10/1/2024
761469,2898,333,10/1/2024
449437,2058,251,10/1/2024
402308,4168,607,10/1/2024
352676,2058,251,10/1/2024
121586,3133,398,10/1/2024
959498,3133,419,10/1/2024
771669,10360,1449,10/1/2024
303428,8222,947,10/1/2024
182425,2104,276,10/1/2024
335707,2058,250,10/1/2024
195607,16554,658,10/1/2024
386321,5242,776,10/1/2024
396781,4854,671,10/1/2024
776270,3184,469,10/1/2024
821265,1074,150,10/1/2024
626985,3825,525,10/1/2024
183258,2457,333,10/1/2024
498368,17032,1406,10/1/2024
482335,5606,830,10/1/2024
636537,3133,419,10/1/2024
150886,6680,978,10/1/2024
16210,3178,444,10/1/2024
942381,1074,150,10/1/2024
451223,4219,693,10/1/2024
776886,3178,464,10/1/2024
115087,2064,293,10/1/2024
66078,7351,1055,10/1/2024
571227,2058,251,10/1/2024
313763,3841,530,10/1/2024
467062,2064,293,10/1/2024
812888,3340,476,10/1/2024
784501,4008,393,10/1/2024
769146,2790,359,10/1/2024
877557,2385,215,10/1/2024
105006,2104,294,10/1/2024
298654,3139,441,10/1/2024
654742,3841,550,10/1/2024
565247,3178,483,10/1/2024
215006,1273,165,10/1/2024
147565,11513,1638,10/1/2024
628864,2104,275,10/1/2024
873697,3184,468,10/1/2024
908008,6799,719,10/1/2024
231609,1029,125,10/1/2024
222750,1035,168,10/1/2024
941038,5242,719,10/1/2024
217676,2104,275,10/1/2024
66989,6699,928,10/1/2024
450853,4168,607,10/1/2024
762281,1074,150,10/1/2024
134327,3133,401,10/1/2024
501790,2696,348,10/1/2024
839657,1600,239,10/1/2024
314698,3237,475,10/1/2024
246404,6624,1047,10/1/2024
370337,3791,523,10/1/2024
90907,2991,404,10/1/2024
44384,4640,841,10/1/2024
19659,686,83,10/1/2024
718849,2063,391,10/1/2024
637657,10345,1378,10/1/2024
291888,1768,335,10/1/2024
681684,1179,224,10/1/2024
719976,7547,918,10/1/2024
713791,2652,503,10/1/2024
441257,295,56,10/1/2024
413993,8110,51,10/1/2024
374524,1179,224,10/1/2024
736530,3677,487,10/1/2024
417503,1372,166,10/1/2024
156943,1029,125,10/1/2024
752002,10204,1562,10/1/2024
619944,3536,670,10/1/2024
823755,15074,1275,10/1/2024
555754,4207,571,10/1/2024
278632,10782,1456,10/1/2024
291083,2058,250,10/1/2024
245948,7414,964,10/1/2024
246270,3093,419,10/1/2024
815426,12106,959,10/1/2024
248038,18767,980,10/1/2024
878947,2149,319,10/1/2024
845310,7391,1077,10/1/2024
879661,1904,143,10/1/2024
859798,2104,276,10/1/2024
880862,5197,695,10/1/2024
685849,2104,294,10/1/2024
854854,1029,125,10/1/2024
484236,5242,738,10/1/2024
178367,4207,610,10/1/2024
78492,3093,418,10/1/2024
383412,3170,435,10/1/2024
428249,2104,275,10/1/2024
314836,3178,464,10/1/2024
788928,2104,276,10/1/2024
335032,4168,587,10/1/2024
277760,1029,125,10/1/2024
653640,2104,276,10/1/2024
668028,5197,712,10/1/2024
571921,2109,318,10/1/2024
87880,2064,293,10/1/2024
68079,3088,376,10/1/2024
72985,3133,401,10/1/2024
408566,1029,125,10/1/2024
841448,5281,759,10/1/2024
621876,20472,2873,10/1/2024
330906,2149,339,10/1/2024
225195,4252,630,10/1/2024
497096,2104,273,10/1/2024
933524,4123,544,10/1/2024
76787,11608,579,10/1/2024
124653,2104,276,10/1/2024
278223,7208,628,10/1/2024
873630,3099,461,10/1/2024
364256,3798,391,10/1/2024
354604,1029,125,10/1/2024
78478,2064,293,10/1/2024
67709,2104,273,10/1/2024
874813,3223,467,10/1/2024
922253,4689,357,10/1/2024
802528,1074,189,10/1/2024
961757,12244,1656,10/1/2024
534279,2109,318,10/1/2024
598075,5907,781,10/1/2024
299845,2880,280,10/1/2024
515822,3706,256,10/1/2024
385908,2104,273,10/1/2024
398245,3139,482,10/1/2024
637869,3139,443,10/1/2024
81906,2064,293,10/1/2024
315833,7300,987,10/1/2024
973363,1074,150,10/1/2024
578364,2109,337,10/1/2024
279504,6626,972,10/1/2024
69938,6412,525,10/1/2024
768784,3548,389,10/1/2024
771950,1074,189,10/1/2024
396800,6316,906,10/1/2024
935811,2064,293,10/1/2024
819475,3184,469,10/1/2024
818777,2104,276,10/1/2024
218122,4258,637,10/1/2024
496153,1029,125,10/1/2024
291279,6316,925,10/1/2024
74364,1035,168,10/1/2024
802534,1517,110,10/1/2024
898829,12877,1764,10/1/2024
895682,1029,125,10/1/2024
290280,1029,125,10/1/2024
936068,4958,544,10/1/2024
822912,12476,591,10/1/2024
818793,4123,544,10/1/2024
818367,2064,293,10/1/2024
229018,1074,170,10/1/2024
383469,3139,444,10/1/2024
327835,3139,443,10/1/2024
207574,3093,418,10/1/2024
990683,2149,319,10/1/2024
870525,1074,150,10/1/2024
938312,7430,1097,10/1/2024
245771,7366,478,10/1/2024
60416,3133,419,10/1/2024
256386,5242,738,10/1/2024
37245,2353,306,10/1/2024
681890,2652,503,10/1/2024
88217,1324,181,10/1/2024
367322,1570,252,10/1/2024
756281,3149,249,10/1/2024
943833,3039,389,10/1/2024
150797,1029,124,10/1/2024
109843,2058,250,10/1/2024
105759,11010,647,10/1/2024
151894,2744,333,10/1/2024
151829,15787,608,10/1/2024
134298,1029,124,10/1/2024
134794,343,42,10/1/2024
110072,343,42,10/1/2024
542623,1029,125,10/1/2024
341045,576,66,10/1/2024
740930,5885,837,10/1/2024
24583,1324,181,10/1/2024
416731,2033,2,10/1/2024
840529,1878,334,10/1/2024
841568,5933,821,10/1/2024
816418,2599,376,10/1/2024
624372,589,112,10/1/2024
840320,10934,1367,10/1/2024
103556,481,35,10/1/2024
298739,994,167,10/1/2024
117424,4885,687,10/1/2024
117481,29089,3402,10/1/2024
847981,4885,667,10/1/2024
802121,2255,319,10/1/2024
434228,1247,189,10/1/2024
44865,1101,130,10/1/2024
727728,4496,512,10/1/2024
565596,2412,307,10/1/2024
850704,4577,686,10/1/2024
159813,7295,927,10/1/2024
256950,3088,375,10/1/2024
291566,5281,720,10/1/2024
213586,1029,125,10/1/2024
192226,2104,314,10/1/2024
277505,4123,543,10/1/2024
311477,5685,776,10/1/2024
302085,1074,189,10/1/2024
224588,4904,448,10/1/2024
310350,2058,251,10/1/2024
618748,1074,169,10/1/2024
808813,2149,319,10/1/2024
640245,2109,318,10/1/2024
582581,5281,701,10/1/2024
385498,3088,376,10/1/2024
366276,2109,337,10/1/2024
167204,4162,526,10/1/2024
30610,1029,125,10/1/2024
503390,2457,354,10/1/2024
493757,1029,125,10/1/2024
574836,2058,251,10/1/2024
424161,2104,276,10/1/2024
911220,4213,633,10/1/2024
890375,2064,293,10/1/2024
243446,4297,698,10/1/2024
203602,2104,314,10/1/2024
489656,3139,461,10/1/2024
501344,1074,150,10/1/2024
441974,1074,150,10/1/2024
933106,4802,290,10/1/2024
816382,3178,483,10/1/2024
779937,4252,595,10/1/2024
185037,7643,1049,10/1/2024
850188,3536,494,10/1/2024
841556,7391,1073,10/1/2024
190733,2104,275,10/1/2024
617539,2058,251,10/1/2024
127335,3133,421,10/1/2024
114120,7340,1027,10/1/2024
491101,9425,1320,10/1/2024
923451,2064,293,10/1/2024
872442,4207,551,10/1/2024
62881,3139,444,10/1/2024
253231,2233,214,10/1/2024
597016,3487,457,10/1/2024
639826,18262,991,10/1/2024
25226,1074,150,10/1/2024
394073,3178,464,10/1/2024
941759,2104,276,10/1/2024
779100,12542,1744,10/1/2024
231702,2104,314,10/1/2024
681149,5293,824,10/1/2024
958712,2064,293,10/1/2024
666119,6311,902,10/1/2024
694266,3178,464,10/1/2024
229777,2104,294,10/1/2024
635731,1029,125,10/1/2024
855526,5043,582,10/1/2024
801213,5281,717,10/1/2024
226080,9370,1272,10/1/2024
570027,2058,250,10/1/2024
160932,1074,148,10/1/2024
769963,4893,673,10/1/2024
919587,3178,464,10/1/2024
928640,6050,446,10/1/2024
194007,2149,339,10/1/2024
689599,5287,821,10/1/2024
502549,5236,713,10/1/2024
770616,7216,961,10/1/2024
99338,5242,758,10/1/2024
809567,2058,251,10/1/2024
931007,3139,443,10/1/2024
252386,6821,360,10/1/2024
71788,3093,419,10/1/2024
418952,1074,150,10/1/2024
883978,5657,482,10/1/2024
910355,1029,125,10/1/2024
172610,5281,720,10/1/2024
259285,1035,168,10/1/2024
453782,1029,125,10/1/2024
852588,5236,713,10/1/2024
819468,5119,678,10/1/2024
213947,1074,150,10/1/2024
477601,843,-16,10/1/2024
459031,1691,4,10/1/2024
461555,5073,12,10/1/2024
443066,520,2,10/1/2024
469552,2367,5,10/1/2024
456724,5073,26,10/1/2024
475563,289,21,10/1/2024
473360,8200,1955,10/1/2024
464666,260,1,10/1/2024
458870,3256,-30,10/1/2024
457368,1691,9,10/1/2024
472448,5073,-2,10/1/2024
460426,1687,-29,10/1/2024
469284,221,25,10/1/2024
467135,3178,228,10/1/2024
462628,818,63,10/1/2024
469282,221,25,10/1/2024
457528,2096,261,10/1/2024
479962,1444,107,10/1/2024
476313,1691,9,10/1/2024
482484,144,10,10/1/2024
457691,1221,-31,10/1/2024
477387,2708,206,10/1/2024
478192,2625,54,10/1/2024
472394,397,29,10/1/2024
472771,3256,-59,10/1/2024
459085,4071,186,10/1/2024
475991,54,4,10/1/2024
464935,289,21,10/1/2024
462413,5073,26,10/1/2024
465579,1687,-33,10/1/2024
450863,379,27,10/1/2024
457904,3253,-66,10/1/2024
472450,722,54,10/1/2024
745921,1029,125,10/1/2024
474006,1691,-1,10/1/2024
461714,144,11,10/1/2024
456134,1035,123,10/1/2024
467244,13528,36,10/1/2024
120522,5073,24,10/1/2024
463702,963,70,10/1/2024
460963,17531,-42,10/1/2024
481412,163,12,10/1/2024
477656,7187,33,10/1/2024
469979,5073,20,10/1/2024
483667,2485,291,10/1/2024
474220,1493,31,10/1/2024
455971,1687,-33,10/1/2024
473523,1841,211,10/1/2024
476204,2536,16,10/1/2024
721181,10146,24,10/1/2024
463217,10146,50,10/1/2024
484846,3530,-41,10/1/2024
478567,112837,-104,10/1/2024
469765,1902,184,10/1/2024
475347,3380,0,10/1/2024
471538,4884,145,10/1/2024
457367,1476,182,10/1/2024
459782,5707,28,10/1/2024
479854,1715,209,10/1/2024
461985,-3238,54,10/1/2024
470249,5073,25,10/1/2024
482164,221,25,10/1/2024
462251,6512,-112,10/1/2024
483182,3403,81,10/1/2024
465204,221,25,10/1/2024
464130,8192,88,10/1/2024
463218,33983,1200,10/1/2024
719402,1476,182,10/1/2024
220710,9547,1004,10/1/2024
613995,1074,189,10/1/2024
576808,2783,192,10/1/2024
175520,1029,125,10/1/2024
886238,1029,125,10/1/2024
457582,325,23,10/1/2024
457045,1035,123,10/1/2024
478300,-2092,512,10/1/2024
464184,843,-16,10/1/2024
649537,20127,593,10/1/2024
649537,20127,593,10/1/2024
571240,433,32,10/1/2024
259851,91990,3848,10/1/2024
120293,648,23,10/1/2024
991194,2893,261,10/1/2024
991194,2893,261,10/1/2024
968805,2631,108,10/1/2024
120249,14831,247,10/1/2024
884514,2480,224,10/1/2024
950249,1396,216,10/1/2024
327155,1194,216,10/1/2024
58520,2768,262,10/1/2024
58517,867,64,10/1/2024
99621,5933,220,10/1/2024
797096,3460,82,10/1/2024
797096,3460,82,10/1/2024
137261,0,97,10/1/2024
190125,2652,502,10/1/2024
725769,165743,3300,10/1/2024
771502,1366,-445,10/1/2024
5277,2980,84,10/1/2024
459754,2387,667,10/1/2024
151951,1372,166,10/1/2024
228602,2410,324,10/1/2024
152256,1029,124,10/1/2024
89220,1934,80,10/1/2024
155598,1029,125,10/1/2024
830392,17902,884,10/1/2024
773031,1793,73,10/1/2024
755518,1194,214,10/1/2024
166949,28,0,10/1/2024
460073,16806,862,10/1/2024
347220,343,42,10/1/2024
111225,295,56,10/1/2024
425708,5066,111,10/1/2024
756227,27054,859,10/1/2024
152421,1246,140,10/1/2024
155929,1019,216,10/1/2024
89381,1194,216,10/1/2024
51311,1029,125,10/1/2024
930837,10076,372,10/1/2024
773060,1194,216,10/1/2024
299953,23725,876,10/1/2024
716851,215,-3,10/1/2024
175821,1180,601,10/1/2024
867725,7362,1172,10/1/2024
814756,393,80,10/1/2024
58508,13156,523,10/1/2024
771487,193306,51805,10/1/2024
140315,5262,205,10/1/2024
163906,14285,537,10/1/2024
811152,1194,235,10/1/2024
410774,2519,263,10/1/2024
754397,5701,214,10/1/2024
207270,29,1,10/1/2024
136979,4519,343,10/1/2024
998779,252,11,10/1/2024
696330,1194,216,10/1/2024
87577,13069,519,10/1/2024
182022,325,23,10/1/2024
734303,1406,179,10/1/2024
496367,4979,245,10/1/2024
793411,12893,491,10/1/2024
793411,12893,491,10/1/2024
886974,5262,205,10/1/2024
809124,4516,586,10/1/2024
649752,77735,2958,10/1/2024
840615,18755,685,10/1/2024
729473,3382,17,10/1/2024
813937,4810,504,10/1/2024
822347,2579,111,10/1/2024
181901,3541,508,10/1/2024
11655,3404,464,10/1/2024
886673,1180,150,10/1/2024
677446,2086,293,10/1/2024
781154,1396,216,10/1/2024
29060,6968,121,10/1/2024
7362,3404,464,10/1/2024
764030,2143508,69633,10/1/2024
214430,1978,104,10/1/2024
194871,14098,615,10/1/2024
194871,14098,615,10/1/2024
400252,30766,1577,10/1/2024
54960,-35,0,10/1/2024
741146,1180,150,10/1/2024
160541,1043,125,10/1/2024
180941,1396,216,10/1/2024
310232,1085,0,10/1/2024
341740,5157,205,10/1/2024
171221,1180,150,10/1/2024
893006,3011,374,10/1/2024
191937,2560,903,10/1/2024
184477,1180,169,10/1/2024
54865,1180,150,10/1/2024
336734,1180,189,10/1/2024
377522,1180,189,10/1/2024
206751,467,56,10/1/2024
953655,44727,-253,10/1/2024
953649,213362,9633,10/1/2024
774245,3214,181,10/1/2024
75270,2418,715,10/1/2024
58625,34912,1448,10/1/2024
868001,18995,1697,10/1/2024
868001,18995,1697,10/1/2024
241097,1180,189,10/1/2024
340926,2631,108,10/1/2024
333279,1178,112,10/1/2024
55053,4688,400,10/1/2024
106220,3767,848,10/1/2024
825491,6061,761,10/1/2024
24277,2215,686,10/1/2024
12033,992,112,10/1/2024
89307,2361,335,10/1/2024
735940,24487,600,10/1/2024
814811,3477,417,10/1/2024
248235,3250,399,10/1/2024
221526,1180,150,10/1/2024
442659,4987,936,10/1/2024
442659,4987,936,10/1/2024
166753,2480,224,10/1/2024
698246,596,43,10/1/2024
734161,2263092,88902,10/1/2024
340079,1180,150,10/1/2024
164405,3541,489,10/1/2024
832307,3541,469,10/1/2024
5001,5997,563,10/1/2024
378488,1180,150,10/1/2024
19904,3115,326,10/1/2024
626314,5841,230,10/1/2024
363390,7188,906,10/1/2024
675436,1396,216,10/1/2024
738600,1029,125,10/1/2024
976542,2104,276,10/1/2024
540686,2149,339,10/1/2024
415896,481,38,10/1/2024
852546,6826,-158,10/1/2024
838859,4561,655,10/1/2024
755779,884,167,10/1/2024
350942,21049,738,10/1/2024
988515,2604,59,10/1/2024
529267,7202,459,10/1/2024
529267,7202,459,10/1/2024
755563,295,56,10/1/2024
714803,6474,948,10/1/2024
342655,295,56,10/1/2024
208880,2113,336,10/1/2024
345247,3508,133,10/1/2024
372167,31194,1411,10/1/2024
263912,5262,187,10/1/2024
500795,578,42,10/1/2024
137300,7832,158,10/1/2024
75768,1088,216,10/1/2024
514190,9394,338,10/1/2024
537092,1294,123,10/1/2024
588958,0,50,10/1/2024
200315,217,16,10/1/2024
101996,1750,34,10/1/2024
74965,3984,503,10/1/2024
432170,1194,216,10/1/2024
716047,1517,110,10/1/2024
333821,343,42,10/1/2024
161090,1511,160,10/1/2024
444281,11199,629,10/1/2024
235209,11211,505,10/1/2024
865326,3660,220,10/1/2024
350934,3583,400,10/1/2024
815130,5157,247,10/1/2024
603696,2401,290,10/1/2024
786078,7774344,287909,10/1/2024
685583,1754,70,10/1/2024
60377,3133,439,10/1/2024
346878,5197,694,10/1/2024
93007,2149,301,10/1/2024
160564,1661,188,10/1/2024
910125,1029,125,10/1/2024
807933,241,19,10/1/2024
124051,8923,430,10/1/2024
308042,1029,124,10/1/2024
102251,241,19,10/1/2024
101014,5948,285,10/1/2024
100446,26860,1102,10/1/2024
382404,1029,124,10/1/2024
183159,1029,125,10/1/2024
336686,2048,338,10/1/2024
338795,1156,84,10/1/2024
603712,2058,249,10/1/2024
807867,1754,68,10/1/2024
100099,3417,536,10/1/2024
101766,1029,124,10/1/2024
101782,9580,457,10/1/2024
298650,15787,608,10/1/2024
284931,9139,459,10/1/2024
102921,1029,124,10/1/2024
107086,11223,668,10/1/2024
145329,1372,166,10/1/2024
447261,7168,361,10/1/2024
410423,2058,249,10/1/2024
444315,1029,124,10/1/2024
109454,3418,180,10/1/2024
112307,1029,125,10/1/2024
106393,10525,382,10/1/2024
107094,1029,125,10/1/2024
123643,2048,378,10/1/2024
106864,469,36,10/1/2024
110056,1372,166,10/1/2024
107789,2058,249,10/1/2024
386721,3317,189,10/1/2024
72034,1174,136,10/1/2024
995737,1029,125,10/1/2024
158036,2058,250,10/1/2024
910505,37207,1466,10/1/2024
970222,1029,125,10/1/2024
547574,4810,225,10/1/2024
321393,295,56,10/1/2024
